step,avg_sinr,total_throughput,handover_count,coverage,regret,avg_load,cell_edge_rate,outage_prob,pingpong_rate,drone_handover_reduction,drone_positions,drone_rewards,avg_battery_pct,drones_active,drones_charging,drones_rtb,total_energy_consumed_wh,fleet_efficiency
44,21.759211244793526,306594.4472868542,79,78.66666666666666,11594.001364210464,10.0,9.605321679734091,0.0,112.65822784810126,-128.9855072463768,"[(np.float64(627.4340211652918), np.float64(1778.6204494529338), np.float64(82.85487296676114)), (np.float64(1385.5007659420626), np.float64(1642.562821747511), np.float64(67.91819782014036)), (np.float64(941.4662756979038), np.float64(1730.782971047734), np.float64(94.92639474743984)), (np.float64(1417.3520461581302), np.float64(2259.043064420609), np.float64(30.0)), (np.float64(2346.0958487772964), np.float64(726.2696782864692), np.float64(97.85433472433627)), (np.float64(2226.0633361147175), np.float64(1107.940622637828), np.float64(66.87440234752452))]",-17.693413426730206,0.8366506636752528,6,0,0,1.3821856528463758,61.61626990626428
45,21.396848765350114,331459.48284491856,81,78.66666666666666,11783.267969699653,10.0,10.019168611562527,0.0,113.58024691358024,-134.7826086956522,"[(np.float64(622.9921276736384), np.float64(1778.8960253723262), np.float64(81.6201354001518)), (np.float64(1386.2685592843256), np.float64(1642.6044978668726), np.float64(70.66854091880718)), (np.float64(940.7785736211384), np.float64(1728.3359238877354), np.float64(95.09111450686592)), (np.float64(1414.6653475179828), np.float64(2262.2873617115088), np.float64(30.641804666130316)), (np.float64(2344.516241408579), np.float64(726.1790734569079), np.float64(100.63132360716739)), (np.float64(2222.3797985898805), np.float64(1110.8990155278789), np.float64(66.557279064643))]",-17.693413426730206,0.836189157266912,6,0,0,1.3845192250217928,66.50111959737049
46,22.23969898023482,353731.7892198489,11,79.0,11943.062268813912,10.0,9.685333208554619,0.0,154.54545454545453,68.11594202898551,"[(np.float64(622.5260722776119), np.float64(1779.024445881132), np.float64(83.7945909611158)), (np.float64(1387.5621763366612), np.float64(1646.7608749238036), np.float64(72.84292544307496)), (np.float64(942.3533289022794), np.float64(1729.558879173119), np.float64(96.51477687973393)), (np.float64(1412.9948075592863), np.float64(2259.868790831279), np.float64(30.669454267866257)), (np.float64(2342.433255570481), np.float64(728.3317365611111), np.float64(97.01506525623569)), (np.float64(2223.7823031817625), np.float64(1108.7704331864081), np.float64(67.60279962178437))]",-17.693413426730206,0.8357272820319118,6,0,0,1.385625705000868,70.91296732170926
47,22.104094625082084,332826.8477181786,1,80.33333333333333,12123.46150942984,10.0,9.766688917380353,0.0,0.0,97.10144927536231,"[(np.float64(627.8616597921769), np.float64(1779.5803517244897), np.float64(83.39895231443231)), (np.float64(1387.2363556725563), np.float64(1646.0935913200497), np.float64(74.50777405267982)), (np.float64(943.0614966348865), np.float64(1728.5583437613586), np.float64(96.65256513057874)), (np.float64(1410.2609555391018), np.float64(2259.7315226439296), np.float64(32.408412490078604)), (np.float64(2341.3217746980845), np.float64(729.2660068293338), np.float64(98.38230914998223)), (np.float64(2221.8757307200362), np.float64(1108.6493726817346), np.float64(67.28362911443718))]",-17.693413426730206,0.8352681694538432,6,0,0,1.377337734205688,67.12362541730232
48,22.200491682516578,343828.4488019945,9,79.66666666666666,12293.109148961954,10.0,9.933570682612505,0.0,200.0,73.91304347826086,"[(np.float64(628.164015246234), np.float64(1778.690572228573), np.float64(83.0571985739008)), (np.float64(1385.581080980968), np.float64(1649.8620369008793), np.float64(77.47742599494634)), (np.float64(943.4980332234386), np.float64(1731.7214692800558), np.float64(96.26429127475268)), (np.float64(1410.1151269271822), np.float64(2258.3260054302023), np.float64(31.652278742787733)), (np.float64(2341.0915269935517), np.float64(727.3656115041194), np.float64(100.03961077995683)), (np.float64(2220.692297770066), np.float64(1109.7410380669335), np.float64(68.26488771174864))]",-17.693413426730206,0.8348084444068272,6,0,0,1.3791751410482471,69.25001734907094
49,21.37912132368454,369001.0100283081,77,79.33333333333333,12443.484227267754,10.0,10.963935101032499,0.0,123.37662337662339,-123.18840579710147,"[(np.float64(630.7445556236397), np.float64(1781.1125311423452), np.float64(83.10774867378416)), (np.float64(1386.7621712694286), np.float64(1652.31529559452), np.float64(77.75043905816874)), (np.float64(940.9967417511451), np.float64(1732.2352344565493), np.float64(97.4866174209704)), (np.float64(1411.011514745524), np.float64(2260.0292367013717), np.float64(32.97098903122811)), (np.float64(2339.066809065806), np.float64(727.4863533655066), np.float64(98.32878594964654)), (np.float64(2221.332311357962), np.float64(1106.6319094269243), np.float64(64.95894154793332))]",-17.693413426730206,0.8343475893194224,6,0,0,1.3825652622137707,74.13775202140906
50,20.59168491951308,366393.7958353924,83,77.0,12598.01651976647,10.0,11.174680496324852,0.0,114.45783132530121,-140.57971014492753,"[(np.float64(630.4132676841905), np.float64(1781.132841592582), np.float64(82.93835113525745)), (np.float64(1387.9610636514356), np.float64(1652.7329032543535), np.float64(77.91040973720106)), (np.float64(939.7016311984438), np.float64(1728.6354192838912), np.float64(97.31608959368873)), (np.float64(1411.2766158047505), np.float64(2262.9220620581177), np.float64(31.4953068451355)), (np.float64(2341.9779838459285), np.float64(723.9454677061535), np.float64(97.7034379891675)), (np.float64(2221.594969366837), np.float64(1108.2207996511922), np.float64(64.97734715744232))]",-13.42272391949654,0.8338895637417073,6,0,0,1.3740767331458288,74.06868331560545
51,21.93106338738328,539974.4617781523,4,77.0,12598.01651976647,10.0,11.28312085248747,0.0,50.0,88.40579710144928,"[(np.float64(630.1254624778271), np.float64(1784.0603094993537), np.float64(83.59666116912906)), (np.float64(1391.179613005867), np.float64(1651.6685912040905), np.float64(79.2900887140404)), (np.float64(940.8684455023459), np.float64(1727.442883539985), np.float64(97.34773428617618)), (np.float64(1408.6869066010463), np.float64(2263.760205409306), np.float64(32.908217223689924)), (np.float64(2340.858750535375), np.float64(720.5551800751074), np.float64(96.97575288261993)), (np.float64(2222.9250541731494), np.float64(1105.0076207831), np.float64(66.80500428961449))]",-13.42272391949654,0.8334290546011472,6,0,0,1.38152742167995,108.57034300998093
52,21.514044793834014,393834.93905854423,5,78.33333333333333,12744.556042486078,10.0,11.393686476663255,0.0,40.0,85.5072463768116,"[(np.float64(628.2477249489261), np.float64(1786.0307191220213), np.float64(80.80211792106074)), (np.float64(1391.7841777422404), np.float64(1651.7923122165412), np.float64(82.66788568664373)), (np.float64(941.336069783813), np.float64(1731.9980731847368), np.float64(97.33495469859221)), (np.float64(1409.0626566480553), np.float64(2264.087526901806), np.float64(33.72877252209098)), (np.float64(2340.2537330949344), np.float64(717.5087464169256), np.float64(98.26837402433333)), (np.float64(2220.026114554178), np.float64(1107.6915857455106), np.float64(66.95159926012337))]",-13.42272391949654,0.8329680691087646,6,0,0,1.3829564771477019,79.1048713322921
53,21.497005726438232,416200.9528381467,9,78.0,12868.929551426083,10.0,11.28312085248747,0.0,111.11111111111111,73.91304347826086,"[(np.float64(630.4728389746401), np.float64(1787.3107121899081), np.float64(81.52438882306875)), (np.float64(1390.6802362759415), np.float64(1654.0132305197767), np.float64(84.57142339938184)), (np.float64(940.6945972373076), np.float64(1729.566226353326), np.float64(99.71375354784416)), (np.float64(1410.4639311158662), np.float64(2266.537040592937), np.float64(36.74583333054476)), (np.float64(2338.3572711991756), np.float64(718.1736976045252), np.float64(100.27292544158072)), (np.float64(2219.6003279528236), np.float64(1108.3214738783256), np.float64(69.76677799000613))]",-13.42272391949654,0.8325056923100581,6,0,0,1.3871303961197348,83.34571581141728
