step,avg_sinr,total_throughput,handover_count,coverage,regret,avg_load,cell_edge_rate,outage_prob,pingpong_rate,drone_handover_reduction,drone_positions,drone_rewards,avg_battery_pct,drones_active,drones_charging,drones_rtb,total_energy_consumed_wh,fleet_efficiency
71,18.354954582377182,515788.4789412892,93,77.0,3093.998242865713,10.0,16.838984542259052,0.0,119.35483870967742,-163.82978723404253,"[(np.float64(579.5481829311964), np.float64(1788.6563851341173), np.float64(54.38127880446348)), (np.float64(1751.4090308796365), np.float64(2473.4684377060644), np.float64(58.293781682967925)), (np.float64(597.6881976804844), np.float64(990.6383402745258), np.float64(36.201208097005846)), (np.float64(1584.1089361495935), np.float64(571.4348778592619), np.float64(53.717114007619635)), (np.float64(2143.7262476124793), np.float64(2343.1930933742588), np.float64(49.46473078765954)), (np.float64(559.7543775501663), np.float64(1515.376034438617), np.float64(121.55741152649242))]",-10.308237561003605,0.7955034577947765,6,0,0,1.3905639338076312,103.03343413443648
72,18.59661157506219,590413.2387397847,14,76.0,3093.998242865713,10.0,17.08643966135755,0.0,171.42857142857142,60.28368794326241,"[(np.float64(578.2318121656147), np.float64(1792.6011637351003), np.float64(53.54869976220088)), (np.float64(1750.7846529802289), np.float64(2472.9456338650452), np.float64(55.22560205059468)), (np.float64(597.3129474992091), np.float64(987.6398845556783), np.float64(31.493893776486075)), (np.float64(1581.481228078018), np.float64(570.1374963487555), np.float64(52.365445971079964)), (np.float64(2145.6611271369543), np.float64(2341.624474333081), np.float64(48.773925175782225)), (np.float64(564.4563061513572), np.float64(1516.3036932569364), np.float64(122.84175320449366))]",-10.308237561003605,0.7950400966145,6,0,0,1.3900835408295718,117.98116631885601
73,19.306204771061523,522953.8543131729,15,78.66666666666666,3161.457627292326,10.0,17.341276216652332,0.0,106.66666666666667,57.446808510638306,"[(np.float64(579.1161422386546), np.float64(1791.480307091647), np.float64(53.91768426215407)), (np.float64(1750.7652038012554), np.float64(2477.399177099322), np.float64(54.59047003202312)), (np.float64(595.7954662430212), np.float64(986.6455987193268), np.float64(32.79633124141831)), (np.float64(1579.3703812138733), np.float64(570.684340421909), np.float64(51.51280842319871)), (np.float64(2146.6013877165246), np.float64(2343.769978026618), np.float64(48.82009828413042)), (np.float64(565.9640909207882), np.float64(1513.637141084582), np.float64(120.18269262347985))]",-10.308237561003605,0.794580358867426,6,0,0,1.3792132412219245,105.32451051785027
74,18.64914432461452,522032.33245220914,12,77.33333333333333,3229.988533579901,10.0,17.603829487798826,0.0,116.66666666666667,65.95744680851064,"[(np.float64(578.1064003682928), np.float64(1788.5107685691128), np.float64(54.40123150568019)), (np.float64(1748.9008173484053), np.float64(2478.0576249881306), np.float64(52.41395967283792)), (np.float64(596.4309301563244), np.float64(986.375928819076), np.float64(32.20774810863112)), (np.float64(1577.4199608336212), np.float64(570.3219931661806), np.float64(49.66263516501271)), (np.float64(2147.184558312778), np.float64(2343.734935989766), np.float64(45.497524724750775)), (np.float64(569.160757341446), np.float64(1509.3906413264879), np.float64(121.20091766012936))]",-10.308237561003605,0.7941194088709603,6,0,0,1.3828499893970037,104.86240904550783
75,19.410680474534566,533635.1089219487,4,77.66666666666666,3286.1166633977373,10.0,17.874455372266855,0.0,200.0,88.65248226950355,"[(np.float64(577.2518447299129), np.float64(1790.9259248914564), np.float64(55.139976204102986)), (np.float64(1749.94382870137), np.float64(2478.5405859529164), np.float64(51.386714425957464)), (np.float64(595.6759091871384), np.float64(987.5249290018046), np.float64(31.998887939330245)), (np.float64(1575.129420352288), np.float64(572.6312010931128), np.float64(48.51223895718372)), (np.float64(2146.8788278395173), np.float64(2346.7037973059737), np.float64(44.819646954299806)), (np.float64(568.3563871381455), np.float64(1508.8325143093018), np.float64(121.72444944867568))]",-10.308237561003605,0.7936612107084168,6,0,0,1.374594487630796,107.83687555449814
76,19.220130887248285,497285.41050983436,17,77.33333333333333,3378.8444916276894,10.0,18.44146147097758,0.0,188.23529411764704,51.77304964539007,"[(np.float64(578.363330068382), np.float64(1791.835180000089), np.float64(54.7978004472985)), (np.float64(1753.316921358543), np.float64(2479.784151308265), np.float64(49.16987657579798)), (np.float64(594.4233830440039), np.float64(988.5488013385749), np.float64(30.0)), (np.float64(1572.803248740866), np.float64(577.1090552393784), np.float64(47.556713644869824)), (np.float64(2145.240979852331), np.float64(2351.4581864275033), np.float64(42.425269774993836)), (np.float64(567.9424071553549), np.float64(1506.1170844166095), np.float64(120.02699984216756))]",-10.308237561003605,0.7931985776616829,6,0,0,1.3878991402018483,99.5280076566963
77,19.517855390873763,541124.0741872672,17,78.66666666666666,3427.583656180206,10.0,20.744652103643602,0.0,164.70588235294116,51.77304964539007,"[(np.float64(580.2984955580743), np.float64(1791.4292170684462), np.float64(53.07638423554534)), (np.float64(1752.3687689518015), np.float64(2477.886280417832), np.float64(47.66775709711296)), (np.float64(596.6162170570656), np.float64(988.9156490434566), np.float64(31.647019895954962)), (np.float64(1572.1067776267394), np.float64(575.2311691590735), np.float64(49.035767901067175)), (np.float64(2147.8704316544977), np.float64(2354.856483026873), np.float64(38.83657537891798)), (np.float64(569.2439978626969), np.float64(1504.9214907362577), np.float64(118.40580145961336))]",-10.308237561003605,0.7927364512704697,6,0,0,1.3863791736394144,108.4207305532501
78,18.396101507029197,499842.1855109364,21,76.33333333333333,3518.3547094090536,10.0,21.91780858517315,0.0,157.14285714285714,40.42553191489362,"[(np.float64(579.2756225254858), np.float64(1793.5778560217584), np.float64(56.683718167363004)), (np.float64(1753.6443914343538), np.float64(2476.4636488457177), np.float64(46.11084094348563)), (np.float64(595.3588576191715), np.float64(990.2680940309334), np.float64(32.319632687215304)), (np.float64(1577.6698964729444), np.float64(576.7564677263595), np.float64(43.00321522624762)), (np.float64(2147.208950801065), np.float64(2352.9167493924856), np.float64(36.630067037413404)), (np.float64(571.4440788024658), np.float64(1500.2284775668465), np.float64(119.86818541267542))]",-10.308237561003605,0.7922711636981609,6,0,0,1.3958627169261415,99.46898777880482
79,19.12140979890681,501384.15989163326,61,77.33333333333333,3610.9837882572065,10.0,22.911313268270693,0.0,127.86885245901641,-73.04964539007092,"[(np.float64(578.203936626937), np.float64(1793.2262609823445), np.float64(55.66246977661499)), (np.float64(1755.58530358352), np.float64(2473.6910319877434), np.float64(46.641310749614654)), (np.float64(596.9973277035112), np.float64(992.9405836305104), np.float64(34.46259677295932)), (np.float64(1578.3048708019842), np.float64(571.8144482926333), np.float64(40.679111048435196)), (np.float64(2148.8350071257087), np.float64(2352.8681569417517), np.float64(34.24991468585257)), (np.float64(570.7897863468293), np.float64(1496.8130498638216), np.float64(118.70932204677857))]",-10.308237561003605,0.7918090348799841,6,0,0,1.3863864545305433,100.45783215246179
80,17.48612807168172,526076.6217393776,20,74.0,3676.520405257612,10.0,25.200021385842273,0.0,195.0,43.26241134751773,"[(np.float64(578.810583174895), np.float64(1794.5057859972198), np.float64(55.338683285172905)), (np.float64(1758.6147162659531), np.float64(2471.7635328599526), np.float64(41.870434870484246)), (np.float64(598.7275233342177), np.float64(991.3686978915052), np.float64(32.51541121020948)), (np.float64(1580.137822775875), np.float64(568.5537129985651), np.float64(38.580929087834996)), (np.float64(2148.3030376106476), np.float64(2351.6222687816016), np.float64(34.07096434130339)), (np.float64(572.7453375128106), np.float64(1496.274882104189), np.float64(118.46429158081862))]",-12.29029957085055,0.7913478104737356,6,0,0,1.383673218745436,105.61192696936189
81,17.107721585541512,549711.4101098799,16,74.66666666666667,3718.2722338875174,10.0,25.240414938275567,0.0,187.5,54.60992907801418,"[(np.float64(580.4274742716351), np.float64(1798.4356350818553), np.float64(54.12394071309162)), (np.float64(1760.421099745976), np.float64(2467.934547873588), np.float64(38.768195984883114)), (np.float64(596.5235371616392), np.float64(992.4897317239272), np.float64(34.36456979165064)), (np.float64(1579.0340966243646), np.float64(565.7558532838265), np.float64(37.64675099656975)), (np.float64(2147.484444872062), np.float64(2349.721781002485), np.float64(32.2879151525966)), (np.float64(575.3244877681203), np.float64(1493.1893118793378), np.float64(118.69066362716998))]",-12.29029957085055,0.7908852445593642,6,0,0,1.3876977431146973,110.0366522011344
82,14.923314680982422,502757.18819502124,18,71.66666666666667,3808.22828443228,10.0,19.474386625222486,0.0,177.77777777777777,48.93617021276596,"[(np.float64(580.3665737178545), np.float64(1797.092230112526), np.float64(55.35569327369161)), (np.float64(1762.1072032334516), np.float64(2468.21647059442), np.float64(38.542610997944365)), (np.float64(592.1742205881353), np.float64(991.1776487708231), np.float64(32.9083234821504)), (np.float64(1581.2969993319302), np.float64(568.1314608605134), np.float64(39.21233779876269)), (np.float64(2148.9328860884316), np.float64(2347.4145217163355), np.float64(30.0)), (np.float64(577.5327269684025), np.float64(1489.9697229654205), np.float64(123.06939653702982))]",-12.29029957085055,0.7904224437792461,6,0,0,1.3884023403544836,100.58667465438059
83,14.961185216151303,565760.5440881894,20,71.66666666666667,3834.880979083875,10.0,20.803229194787406,0.0,140.0,43.26241134751773,"[(np.float64(582.5604637829825), np.float64(1797.9452488058946), np.float64(54.15210402827785)), (np.float64(1761.6800643550441), np.float64(2467.4879238975227), np.float64(35.90324964436537)), (np.float64(590.3367094331849), np.float64(990.2110691535066), np.float64(33.61876768823982)), (np.float64(1579.537139319844), np.float64(567.1327591372847), np.float64(36.10161639890058)), (np.float64(2150.592012955467), np.float64(2348.215726764557), np.float64(30.536452457898058)), (np.float64(578.0451945476151), np.float64(1488.0124092791064), np.float64(124.10167107143937))]",-12.29029957085055,0.789962290459882,6,0,0,1.3804599580917774,113.84300266731496
84,14.761342376966494,616934.0240464972,15,72.33333333333334,3834.880979083875,10.0,24.51186584089051,0.0,146.66666666666666,57.446808510638306,"[(np.float64(581.3972295342294), np.float64(1798.3704583050849), np.float64(53.34183972021149)), (np.float64(1762.99160725156), np.float64(2467.090366362483), np.float64(32.90410341810024)), (np.float64(589.6731649183303), np.float64(993.6001537356472), np.float64(34.395023382088034)), (np.float64(1581.4464011503171), np.float64(566.6169852922434), np.float64(34.92570186834881)), (np.float64(2150.611997506476), np.float64(2347.8893194933403), np.float64(30.441534271207782)), (np.float64(578.1999249184048), np.float64(1485.3290003917539), np.float64(122.94657111058143))]",-12.29029957085055,0.789503195736927,6,0,0,1.3772841688652004,124.42643726627392
85,15.418179452802393,648821.7662898869,14,71.33333333333334,3834.880979083875,10.0,22.14333459581867,0.0,142.85714285714286,60.28368794326241,"[(np.float64(582.7750160864769), np.float64(1799.606332846342), np.float64(50.763099243086145)), (np.float64(1763.1177733650184), np.float64(2465.7462712602683), np.float64(32.50849955253157)), (np.float64(590.9622236322614), np.float64(993.4950059097328), np.float64(39.16308220235416)), (np.float64(1582.0193578782066), np.float64(565.8291336256165), np.float64(31.719414007737882)), (np.float64(2150.6565437975178), np.float64(2347.499994370794), np.float64(30.0)), (np.float64(579.2891599560885), np.float64(1483.8195674704084), np.float64(124.84884760415244))]",-12.29029957085055,0.7890421191252267,6,0,0,1.3832298351010581,130.29524366837424
86,16.356621360288884,553088.777489666,39,73.33333333333333,3932.6639678840947,10.0,27.009283134539913,0.0,138.46153846153845,-10.63829787234043,"[(np.float64(583.7379237041346), np.float64(1800.1601927397378), np.float64(47.76596788202629)), (np.float64(1762.510374002803), np.float64(2465.84554202331), np.float64(34.61537960719404)), (np.float64(589.0518217617416), np.float64(995.212362187466), np.float64(41.61187987724561)), (np.float64(1577.9645946662872), np.float64(565.797567587853), np.float64(33.24847933425722)), (np.float64(2151.751823501981), np.float64(2349.942853130557), np.float64(34.42104896649673)), (np.float64(581.7079216839351), np.float64(1480.1633194793699), np.float64(128.96418174486394))]",-12.29029957085055,0.7885769038913674,6,0,0,1.395645701578091,110.0822159601018
87,18.665601650915924,609660.715624759,15,81.0,3971.3250185492216,10.0,23.231610520274803,0.0,173.33333333333334,57.446808510638306,"[(np.float64(585.9236613760255), np.float64(1802.1729059617937), np.float64(45.23373274657724)), (np.float64(1766.009117722876), np.float64(2467.5430233024613), np.float64(37.23341438268447)), (np.float64(584.7154795331061), np.float64(995.4649402538549), np.float64(37.39625087934988)), (np.float64(1577.3339314285638), np.float64(564.1785351284555), np.float64(31.700043519075646)), (np.float64(2151.397756312376), np.float64(2351.054708545552), np.float64(30.0)), (np.float64(584.297262085422), np.float64(1478.1947151206837), np.float64(128.9758731520114))]",-12.29029957085055,0.7881121985271867,6,0,0,1.3941160925415397,121.47496158366684
